NMR gene name,gene_ids,Human gene stable ID,Human gene name,Mouse gene stable ID,Mouse gene name
ENSHGLG00000020331,ENSHGLG00000020331,,,,
ENSHGLG00000020338,ENSHGLG00000020338,,,,
ENSHGLG00000020341,ENSHGLG00000020341,,,,
ENSHGLG00000020344,ENSHGLG00000020344,,,,
ENSHGLG00000020346,ENSHGLG00000020346,,,,
ENSHGLG00000020386,ENSHGLG00000020386,,,,
OR5B2,ENSHGLG00000020424,,,,
ENSHGLG00000020445,ENSHGLG00000020445,,,,
OR5B17,ENSHGLG00000020446,,,,
ENSHGLG00000020458,ENSHGLG00000020458,,,,
ENSHGLG00000020495,ENSHGLG00000020495,,,,
ENSHGLG00000020497,ENSHGLG00000020497,,,,
ENSHGLG00000020516,ENSHGLG00000020516,,,,
ENSHGLG00000020547,ENSHGLG00000020547,,,,
ENSHGLG00000020553,ENSHGLG00000020553,,,,
ENSHGLG00000020576,ENSHGLG00000020576,,,,
OR5AR1,ENSHGLG00000020582,,,ENSMUSG00000075208,Or5ar1
ENSHGLG00000020614,ENSHGLG00000020614,,,,
ENSHGLG00000020673,ENSHGLG00000020673,,,,
OR5M8,ENSHGLG00000020678,,,,
ENSHGLG00000020712,ENSHGLG00000020712,,,,
OR5M11,ENSHGLG00000020770,,,,
ENSHGLG00000020833,ENSHGLG00000020833,,,,
ENSHGLG00000020834,ENSHGLG00000020834,,,,
OR10V1,ENSHGLG00000020837,ENSG00000172289,OR10V1,ENSMUSG00000060878,Or10v1
ENSHGLG00000020844,ENSHGLG00000020844,,,,
ENSHGLG00000020851,ENSHGLG00000020851,,,,
ENSHGLG00000020859,ENSHGLG00000020859,,,,
ENSHGLG00000020863,ENSHGLG00000020863,,,ENSMUSG00000075205,Or8u10
OR8U3,ENSHGLG00000020867,ENSG00000279961,OR8U3,ENSMUSG00000050577,Or8u3-ps
ENSHGLG00000020900,ENSHGLG00000020900,,,,
ENSHGLG00000020909,ENSHGLG00000020909,,,ENSMUSG00000075195,Or8k17
ENSHGLG00000020913,ENSHGLG00000020913,,,,
ENSHGLG00000020933,ENSHGLG00000020933,,,,
ENSHGLG00000020938,ENSHGLG00000020938,,,,
MPEG1,ENSHGLG00000020947,,,,
ENSHGLG00000020953,ENSHGLG00000020953,,,,
ENSHGLG00000020975,ENSHGLG00000020975,,,,
ENSHGLG00000020989,ENSHGLG00000020989,,,,
ENSHGLG00000021003,ENSHGLG00000021003,,,,
ENSHGLG00000021010,ENSHGLG00000021010,,,,
ENSHGLG00000021033,ENSHGLG00000021033,,,,
ENSHGLG00000021037,ENSHGLG00000021037,,,,
ENSHGLG00000021040,ENSHGLG00000021040,,,,
ENSHGLG00000021052,ENSHGLG00000021052,,,,
ENSHGLG00000021057,ENSHGLG00000021057,,,,
ENSHGLG00000021061,ENSHGLG00000021061,,,,
ENSHGLG00000021067,ENSHGLG00000021067,,,,
ENSHGLG00000021084,ENSHGLG00000021084,,,,
APLNR,ENSHGLG00000021118,,,,
ENSHGLG00000021121,ENSHGLG00000021121,,,ENSMUSG00000075209,Or9g20
ENSHGLG00000021127,ENSHGLG00000021127,,,,
ENSHGLG00000021183,ENSHGLG00000021183,,,,
ENSHGLG00000021244,ENSHGLG00000021244,,,,
ENSHGLG00000021261,ENSHGLG00000021261,,,,
ENSHGLG00000021276,ENSHGLG00000021276,,,,
ENSHGLG00000021292,ENSHGLG00000021292,,,,
ENSHGLG00000021294,ENSHGLG00000021294,,,,
ENSHGLG00000021309,ENSHGLG00000021309,,,,
ENSHGLG00000021316,ENSHGLG00000021316,,,,
ENSHGLG00000021332,ENSHGLG00000021332,,,,
ENSHGLG00000021347,ENSHGLG00000021347,,,,
OR5AN1,ENSHGLG00000021374,,,,
ENSHGLG00000021378,ENSHGLG00000021378,,,,
ENSHGLG00000021381,ENSHGLG00000021381,,,,
ENSHGLG00000021404,ENSHGLG00000021404,,,,
ENSHGLG00000021405,ENSHGLG00000021405,,,,
ENSHGLG00000021412,ENSHGLG00000021412,,,,
ENSHGLG00000000604,ENSHGLG00000000604,,,,
ROBO1,ENSHGLG00000000774,,,ENSMUSG00000022883,Robo1
ENSHGLG00000001439,ENSHGLG00000001439,,,,
GBE1,ENSHGLG00000001440,,,ENSMUSG00000022707,Gbe1
ENSHGLG00000019905,ENSHGLG00000019905,,,,
ENSHGLG00000000700,ENSHGLG00000000700,,,,
ENSHGLG00000000727,ENSHGLG00000000727,,,,
CD69,ENSHGLG00000000741,,,,
ENSHGLG00000000782,ENSHGLG00000000782,,,ENSMUSG00000047228,A2ml1
ENSHGLG00000000826,ENSHGLG00000000826,,,,
SPSB2,ENSHGLG00000000850,ENSG00000111671,SPSB2,ENSMUSG00000038451,Spsb2
A2m,ENSHGLG00000000871,ENSG00000175899,A2M,ENSMUSG00000030111,A2m
LRRC23,ENSHGLG00000000873,ENSG00000010626,LRRC23,ENSMUSG00000030125,Lrrc23
ENO2,ENSHGLG00000000908,,,,
KLRG1,ENSHGLG00000000921,,,,
M6PR,ENSHGLG00000000946,,,,
ATN1,ENSHGLG00000000959,ENSG00000111676,ATN1,ENSMUSG00000004263,Atn1
C12orf57,ENSHGLG00000000977,ENSG00000111678,C12orf57,ENSMUSG00000072772,Grcc10
C12orf4,ENSHGLG00000000998,ENSG00000047621,FERRY3,ENSMUSG00000030347,D6Wsu163e
RAD51AP1,ENSHGLG00000001032,ENSG00000111247,RAD51AP1,ENSMUSG00000030346,Rad51ap1
PTPN6,ENSHGLG00000001036,ENSG00000111679,PTPN6,ENSMUSG00000004266,Ptpn6
ENSHGLG00000001045,ENSHGLG00000001045,,,,
AKAP3,ENSHGLG00000001070,ENSG00000111254,AKAP3,ENSMUSG00000030344,Akap3
NDUFA9,ENSHGLG00000001093,ENSG00000139180,NDUFA9,ENSMUSG00000000399,Ndufa9
KCNA6,ENSHGLG00000001123,ENSG00000151079,KCNA6,ENSMUSG00000038077,Kcna6
KCNA1,ENSHGLG00000001140,ENSG00000111262,KCNA1,ENSMUSG00000047976,Kcna1
KCNA5,ENSHGLG00000001161,ENSG00000130037,KCNA5,ENSMUSG00000045534,Kcna5
NTF3,ENSHGLG00000001196,ENSG00000185652,NTF3,ENSMUSG00000049107,Ntf3
PHB2,ENSHGLG00000001214,ENSG00000215021,PHB2,ENSMUSG00000004264,Phb2
ENSHGLG00000001219,ENSHGLG00000001219,,,,
EMG1,ENSHGLG00000001300,ENSG00000126749,EMG1,ENSMUSG00000004268,Emg1
ANO2,ENSHGLG00000001314,,,,
LPCAT3,ENSHGLG00000001329,ENSG00000111684,LPCAT3,ENSMUSG00000004270,Lpcat3
ENSHGLG00000001341,ENSHGLG00000001341,,,,
ENSHGLG00000001354,ENSHGLG00000001354,,,,
RIMKLB,ENSHGLG00000001366,ENSG00000166532,RIMKLB,ENSMUSG00000040649,Rimklb
C1S,ENSHGLG00000001389,,,,
MFAP5,ENSHGLG00000001401,,,,
AICDA,ENSHGLG00000001443,,,,
VWF,ENSHGLG00000001451,ENSG00000110799,VWF,ENSMUSG00000001930,Vwf
C1R,ENSHGLG00000001453,ENSG00000159403,C1R,,
APOBEC1,ENSHGLG00000001495,,,ENSMUSG00000040613,Apobec1
ENSHGLG00000001512,ENSHGLG00000001512,,,ENSMUSG00000012396,Nanog
ENSHGLG00000001545,ENSHGLG00000001545,,,,
C1RL,ENSHGLG00000001550,,,,
RBP5,ENSHGLG00000001579,,,,
FOXJ2,ENSHGLG00000001583,ENSG00000065970,FOXJ2,ENSMUSG00000003154,Foxj2
CLSTN3,ENSHGLG00000001611,ENSG00000139182,CLSTN3,ENSMUSG00000008153,Clstn3
CD9,ENSHGLG00000001625,ENSG00000010278,CD9,ENSMUSG00000030342,Cd9
NECAP1,ENSHGLG00000001635,,,,
ENSHGLG00000001657,ENSHGLG00000001657,ENSG00000008323,PLEKHG6,ENSMUSG00000038167,Plekhg6
ENSHGLG00000001661,ENSHGLG00000001661,,,,
PEX5,ENSHGLG00000001679,,,ENSMUSG00000005069,Pex5
TNFRSF1A,ENSHGLG00000001689,ENSG00000067182,TNFRSF1A,ENSMUSG00000030341,Tnfrsf1a
SCNN1A,ENSHGLG00000001735,ENSG00000111319,SCNN1A,ENSMUSG00000030340,Scnn1a
CD163,ENSHGLG00000001784,,,ENSMUSG00000008845,Cd163
LTBR,ENSHGLG00000001814,,,,
TAPBPL,ENSHGLG00000001831,ENSG00000139192,TAPBPL,ENSMUSG00000038213,Tapbpl
VAMP1,ENSHGLG00000001867,ENSG00000139190,VAMP1,ENSMUSG00000030337,Vamp1
CLEC4E,ENSHGLG00000001870,,,ENSMUSG00000030142,Clec4e
MRPL51,ENSHGLG00000001887,,,,
CLEC4D,ENSHGLG00000001902,,,,
NCAPD2,ENSHGLG00000001934,ENSG00000010292,NCAPD2,ENSMUSG00000038252,Ncapd2
CLEC6A,ENSHGLG00000001945,,,ENSMUSG00000023349,Clec4n
FKBP4,ENSHGLG00000002820,,,ENSMUSG00000030357,Fkbp4
GAPDH,ENSHGLG00000002856,ENSG00000111640,GAPDH,,
ITFG2,ENSHGLG00000002900,ENSG00000111203,ITFG2,ENSMUSG00000001518,Itfg2
IFFO1,ENSHGLG00000002934,ENSG00000010295,IFFO1,ENSMUSG00000038271,Iffo1
ENSHGLG00000003027,ENSHGLG00000003027,,,,
TEX52,ENSHGLG00000003055,ENSG00000283297,TEX52,ENSMUSG00000079304,Tex52
CHD4,ENSHGLG00000003093,ENSG00000111642,CHD4,ENSMUSG00000063870,Chd4
FOXM1,ENSHGLG00000003100,,,,
RHNO1,ENSHGLG00000003181,,,,
TULP3,ENSHGLG00000003272,ENSG00000078246,TULP3,ENSMUSG00000001521,Tulp3
ACRBP,ENSHGLG00000003358,ENSG00000111644,ACRBP,ENSMUSG00000072770,Acrbp
TEAD4,ENSHGLG00000003391,ENSG00000197905,TEAD4,ENSMUSG00000030353,Tead4
ING4,ENSHGLG00000003447,ENSG00000111653,ING4,ENSMUSG00000030330,Ing4
TSPAN9,ENSHGLG00000003474,,,,
TSPAN11,ENSHGLG00000003562,,,ENSMUSG00000030351,Tspan11
ZNF384,ENSHGLG00000003572,ENSG00000126746,ZNF384,ENSMUSG00000038346,Zfp384
PRMT8,ENSHGLG00000003665,ENSG00000111218,PRMT8,ENSMUSG00000030350,Prmt8
PIANP,ENSHGLG00000003689,ENSG00000139200,PIANP,ENSMUSG00000030329,Pianp
CRACR2A,ENSHGLG00000003776,ENSG00000130038,CRACR2A,ENSMUSG00000061414,Cracr2a
ENSHGLG00000003782,ENSHGLG00000003782,,,,
PARP11,ENSHGLG00000003882,,,,
MLF2,ENSHGLG00000003883,ENSG00000089693,MLF2,ENSMUSG00000030120,Mlf2
ENSHGLG00000003983,ENSHGLG00000003983,,,,
PTMS,ENSHGLG00000003988,,,,
ENSHGLG00000004087,ENSHGLG00000004087,,,,
LAG3,ENSHGLG00000004095,ENSG00000089692,LAG3,ENSMUSG00000030124,Lag3
CD4,ENSHGLG00000004194,ENSG00000010610,CD4,,
CCND2,ENSHGLG00000004517,,,,
GPR162,ENSHGLG00000004580,ENSG00000250510,GPR162,ENSMUSG00000038390,Gpr162
TIGAR,ENSHGLG00000004878,,,,
P3H3,ENSHGLG00000004948,ENSG00000110811,P3H3,ENSMUSG00000023191,P3h3
FGF23,ENSHGLG00000005269,,,,
GNB3,ENSHGLG00000005327,ENSG00000111664,GNB3,ENSMUSG00000023439,Gnb3
FGF6,ENSHGLG00000005621,ENSG00000111241,FGF6,ENSMUSG00000000183,Fgf6
CDCA3,ENSHGLG00000005685,ENSG00000111665,CDCA3,ENSMUSG00000023505,Cdca3
USP5,ENSHGLG00000006008,ENSG00000111667,USP5,ENSMUSG00000038429,Usp5
TPI1,ENSHGLG00000006345,,,,
C3AR1,ENSHGLG00000019862,,,,
LPAR5,ENSHGLG00000020789,,,,
ENSHGLG00000002325,ENSHGLG00000002325,,,,
CLNS1A,ENSHGLG00000002326,,,,
ENSHGLG00000002635,ENSHGLG00000002635,,,,
GAB2,ENSHGLG00000002641,ENSG00000033327,GAB2,ENSMUSG00000004508,Gab2
RSF1,ENSHGLG00000002695,ENSG00000048649,RSF1,ENSMUSG00000035623,Rsf1
CAPN5,ENSHGLG00000002816,ENSG00000149260,CAPN5,ENSMUSG00000035547,Capn5
PAK1,ENSHGLG00000002948,,,,
ENSHGLG00000003188,ENSHGLG00000003188,,,,
AQP11,ENSHGLG00000003550,ENSG00000178301,AQP11,ENSMUSG00000042797,Aqp11
AAMDC,ENSHGLG00000003585,ENSG00000087884,AAMDC,ENSMUSG00000035642,Aamdc
ENSHGLG00000003711,ENSHGLG00000003711,,,,
NARS2,ENSHGLG00000003746,ENSG00000137513,NARS2,ENSMUSG00000018995,Nars2
GDPD4,ENSHGLG00000003760,ENSG00000178795,GDPD4,ENSMUSG00000035582,Gdpd4
TENM4,ENSHGLG00000004145,,,ENSMUSG00000048078,Tenm4
ENSHGLG00000005234,ENSHGLG00000005234,,,,
ACER3,ENSHGLG00000010087,ENSG00000078124,ACER3,ENSMUSG00000030760,Acer3
MYO7A,ENSHGLG00000011345,ENSG00000137474,MYO7A,ENSMUSG00000030761,Myo7a
THRSP,ENSHGLG00000013110,ENSG00000151365,THRSP,ENSMUSG00000035686,Thrsp
NDUFC2,ENSHGLG00000013512,,,,
KCTD21,ENSHGLG00000018408,,,,
ENSHGLG00000018875,ENSHGLG00000018875,,,,
KCTD14,ENSHGLG00000019142,,,,
ALG8,ENSHGLG00000019304,ENSG00000159063,ALG8,ENSMUSG00000035704,Alg8
USP35,ENSHGLG00000019526,ENSG00000118369,USP35,ENSMUSG00000035713,Usp35
ENSHGLG00000019907,ENSHGLG00000019907,,,,
ENSHGLG00000019999,ENSHGLG00000019999,,,,
ENSHGLG00000020200,ENSHGLG00000020200,,,,
ENSHGLG00000000040,ENSHGLG00000000040,,,,
ENSHGLG00000000046,ENSHGLG00000000046,,,,
ENSHGLG00000000062,ENSHGLG00000000062,,,,
CDH10,ENSHGLG00000000095,,,ENSMUSG00000022321,Cdh10
ENSHGLG00000000117,ENSHGLG00000000117,,,,
CDH18,ENSHGLG00000000292,,,ENSMUSG00000040420,Cdh18
ENSHGLG00000002465,ENSHGLG00000002465,,,,
ENSHGLG00000002630,ENSHGLG00000002630,,,,
PTPDC1,ENSHGLG00000002865,,,ENSMUSG00000038042,Ptpdc1
SPTLC1,ENSHGLG00000002889,,,ENSMUSG00000021468,Sptlc1
SIT1,ENSHGLG00000002917,,,,
SYK,ENSHGLG00000003008,,,ENSMUSG00000021457,Syk
GNE,ENSHGLG00000003036,,,ENSMUSG00000028479,Gne
RGP1,ENSHGLG00000003062,ENSG00000107185,RGP1,ENSMUSG00000028468,Rgp1
CD72,ENSHGLG00000003067,ENSG00000137101,CD72,ENSMUSG00000028459,Cd72
NFIL3,ENSHGLG00000003385,,,ENSMUSG00000056749,Nfil3
ROR2,ENSHGLG00000003458,,,ENSMUSG00000021464,Ror2
BARX1,ENSHGLG00000003466,,,ENSMUSG00000021381,Barx1
MSMP,ENSHGLG00000003742,,,,
ENSHGLG00000003870,ENSHGLG00000003870,,,,
AUH,ENSHGLG00000003916,,,,
PHF2,ENSHGLG00000003985,,,,
TESK1,ENSHGLG00000004902,ENSG00000107140,TESK1,ENSMUSG00000028458,Tesk1
ENSHGLG00000004959,ENSHGLG00000004959,,,ENSMUSG00000037816,Fbxw17
GBA2,ENSHGLG00000005313,ENSG00000070610,GBA2,ENSMUSG00000028467,Gba2
TPM2,ENSHGLG00000005363,ENSG00000198467,TPM2,ENSMUSG00000028464,Tpm2
CLTA,ENSHGLG00000005687,,,ENSMUSG00000028478,Clta
CDK20,ENSHGLG00000006210,,,ENSMUSG00000021483,Cdk20
FAM120A,ENSHGLG00000006314,ENSG00000048828,FAM120A,ENSMUSG00000038014,Fam120a
CA9,ENSHGLG00000006391,,,,
ENSHGLG00000006514,ENSHGLG00000006514,,,,
WNK2,ENSHGLG00000006602,ENSG00000165238,WNK2,ENSMUSG00000037989,Wnk2
OGN,ENSHGLG00000006659,,,ENSMUSG00000021390,Ogn
RECK,ENSHGLG00000006983,,,ENSMUSG00000028476,Reck
CENPP,ENSHGLG00000007721,,,,
DIRAS2,ENSHGLG00000007875,,,ENSMUSG00000047842,Diras2
IPPK,ENSHGLG00000007938,,,,
ENSHGLG00000008419,ENSHGLG00000008419,,,,
NINJ1,ENSHGLG00000008759,,,,
ENSHGLG00000008927,ENSHGLG00000008927,,,,
ECM2,ENSHGLG00000008935,ENSG00000106823,ECM2,ENSMUSG00000043631,Ecm2
FAM240B,ENSHGLG00000009221,,,ENSMUSG00000096537,Fam240b
ENSHGLG00000010060,ENSHGLG00000010060,,,,
ASPN,ENSHGLG00000010675,ENSG00000106819,ASPN,ENSMUSG00000021388,Aspn
ENSHGLG00000010730,ENSHGLG00000010730,,,,
OMD,ENSHGLG00000011071,,,ENSMUSG00000048368,Omd
IARS1,ENSHGLG00000011793,,,ENSMUSG00000037851,Iars1
SUSD3,ENSHGLG00000017913,ENSG00000157303,SUSD3,ENSMUSG00000021384,Susd3
FGD3,ENSHGLG00000017946,ENSG00000127084,FGD3,ENSMUSG00000037946,Fgd3
ENSHGLG00000017999,ENSHGLG00000017999,,,,
CCDC107,ENSHGLG00000018005,,,,
SPAG8,ENSHGLG00000018211,ENSG00000137098,SPAG8,,
BICD2,ENSHGLG00000018347,,,,
NPR2,ENSHGLG00000018381,ENSG00000159899,NPR2,ENSMUSG00000028469,Npr2
TLN1,ENSHGLG00000018401,ENSG00000137076,TLN1,ENSMUSG00000028465,Tln1
CREB3,ENSHGLG00000018724,ENSG00000107175,CREB3,ENSMUSG00000028466,Creb3
HINT2,ENSHGLG00000018803,,,,
GLIPR2,ENSHGLG00000018870,,,ENSMUSG00000028480,Glipr2
ENSHGLG00000019003,ENSHGLG00000019003,,,,
TMEM8B,ENSHGLG00000019082,ENSG00000137103,TMEM8B,ENSMUSG00000078716,Tmem8b
ARHGEF39,ENSHGLG00000019101,ENSG00000137135,ARHGEF39,ENSMUSG00000051517,Arhgef39
CARD19,ENSHGLG00000019456,,,,
ENSHGLG00000020017,ENSHGLG00000020017,,,,
ENSHGLG00000020243,ENSHGLG00000020243,,,,
ENSHGLG00000020519,ENSHGLG00000020519,,,,
ENSHGLG00000020655,ENSHGLG00000020655,,,,
ENSHGLG00000020691,ENSHGLG00000020691,,,,
ENSHGLG00000020819,ENSHGLG00000020819,,,,
OR13J1,ENSHGLG00000021263,,,ENSMUSG00000046450,Or13j1
ENSHGLG00000021386,ENSHGLG00000021386,,,,
ODC1,ENSHGLG00000000300,,,,
PDIA6,ENSHGLG00000000403,ENSG00000143870,PDIA6,ENSMUSG00000020571,Pdia6
LPIN1,ENSHGLG00000000436,ENSG00000134324,LPIN1,ENSMUSG00000020593,Lpin1
ENSHGLG00000000457,ENSHGLG00000000457,,,,
ROCK2,ENSHGLG00000000514,,,ENSMUSG00000020580,Rock2
HPCAL1,ENSHGLG00000000540,ENSG00000115756,HPCAL1,ENSMUSG00000071379,Hpcal1
ENSHGLG00000000705,ENSHGLG00000000705,,,,
DDX1,ENSHGLG00000000801,,,,
RRM2,ENSHGLG00000000884,ENSG00000171848,RRM2,ENSMUSG00000020649,Rrm2
NBAS,ENSHGLG00000000885,ENSG00000151779,NBAS,ENSMUSG00000020576,Nbas
ENSHGLG00000000904,ENSHGLG00000000904,,,,
GREB1,ENSHGLG00000000910,,,ENSMUSG00000036523,Greb1
ATP6V1C2,ENSHGLG00000001064,ENSG00000143882,ATP6V1C2,ENSMUSG00000020566,Atp6v1c2
FAM49A,ENSHGLG00000001101,,,,
MYCN,ENSHGLG00000001429,,,,
NOL10,ENSHGLG00000001564,ENSG00000115761,NOL10,ENSMUSG00000061458,Nol10
PQLC3,ENSHGLG00000001582,ENSG00000162976,SLC66A3,ENSMUSG00000045679,Slc66a3
TAF1B,ENSHGLG00000001858,,,,
ENSHGLG00000001922,ENSHGLG00000001922,,,,
NTSR2,ENSHGLG00000001924,,,,
C2orf50,ENSHGLG00000001946,ENSG00000150873,CIMIP5,,
TRIB2,ENSHGLG00000002079,,,,
ENSHGLG00000002385,ENSHGLG00000002385,,,,
ENSHGLG00000003547,ENSHGLG00000003547,,,,
ENSHGLG00000003564,ENSHGLG00000003564,,,,
E2F6,ENSHGLG00000004114,,,,
FAM84A,ENSHGLG00000004468,ENSG00000162981,LRATD1,ENSMUSG00000020607,Lratd1
GRHL1,ENSHGLG00000004863,ENSG00000134317,GRHL1,ENSMUSG00000020656,Grhl1
ENSHGLG00000005931,ENSHGLG00000005931,,,,
MYSM1,ENSHGLG00000002084,ENSG00000162601,MYSM1,ENSMUSG00000062627,Mysm1
OMA1,ENSHGLG00000002420,ENSG00000162600,OMA1,ENSMUSG00000035069,Oma1
ENSHGLG00000002509,ENSHGLG00000002509,,,,
DHCR24,ENSHGLG00000002794,ENSG00000116133,DHCR24,ENSMUSG00000034926,Dhcr24
LEXM,ENSHGLG00000002841,ENSG00000162398,CIMAP2,ENSMUSG00000054362,Cimap2
DAB1,ENSHGLG00000002862,ENSG00000173406,DAB1,ENSMUSG00000028519,Dab1
TTC22,ENSHGLG00000003146,,,,
PARS2,ENSHGLG00000003221,ENSG00000162396,PARS2,ENSMUSG00000043572,Pars2
C8B,ENSHGLG00000003225,ENSG00000021852,C8B,ENSMUSG00000029656,C8b
TTC4,ENSHGLG00000003409,,,ENSMUSG00000025413,Ttc4
C8A,ENSHGLG00000003411,ENSG00000157131,C8A,ENSMUSG00000035031,C8a
PRKAA2,ENSHGLG00000003818,ENSG00000162409,PRKAA2,ENSMUSG00000028518,Prkaa2
ENSHGLG00000004583,ENSHGLG00000004583,,,,
ENSHGLG00000004676,ENSHGLG00000004676,,,,
ENSHGLG00000005780,ENSHGLG00000005780,,,,
ENSHGLG00000006876,ENSHGLG00000006876,,,,
HOOK1,ENSHGLG00000007202,,,ENSMUSG00000028572,Hook1
FGGY,ENSHGLG00000008168,ENSG00000172456,FGGY,ENSMUSG00000028573,Fggy
BSND,ENSHGLG00000015692,ENSG00000162399,BSND,ENSMUSG00000025418,Bsnd
PPAP2B,ENSHGLG00000017657,,,,
ENSHGLG00000017689,ENSHGLG00000017689,,,,
PCSK9,ENSHGLG00000018754,ENSG00000169174,PCSK9,ENSMUSG00000044254,Pcsk9
USP24,ENSHGLG00000019130,ENSG00000162402,USP24,ENSMUSG00000028514,Usp24
ENSHGLG00000020133,ENSHGLG00000020133,,,,
JUN,ENSHGLG00000020740,,,,
ARHGAP42,ENSHGLG00000000253,,,ENSMUSG00000050730,Arhgap42
ENSHGLG00000000291,ENSHGLG00000000291,ENSG00000137693,YAP1,ENSMUSG00000053110,Yap1
ENSHGLG00000000339,ENSHGLG00000000339,,,,
ENSHGLG00000000414,ENSHGLG00000000414,,,,
CFAP300,ENSHGLG00000000548,,,,
CEP126,ENSHGLG00000000639,ENSG00000110318,CEP126,ENSMUSG00000040729,Cep126
TRPC6,ENSHGLG00000000680,ENSG00000137672,TRPC6,ENSMUSG00000031997,Trpc6
MMP12,ENSHGLG00000001493,ENSG00000262406,MMP12,ENSMUSG00000049723,Mmp12
MMP3,ENSHGLG00000001578,ENSG00000149968,MMP3,ENSMUSG00000043613,Mmp3
ENSHGLG00000001676,ENSHGLG00000001676,,,,
PGR,ENSHGLG00000001843,ENSG00000082175,PGR,ENSMUSG00000031870,Pgr
ENSHGLG00000002427,ENSHGLG00000002427,,,,
MMP1,ENSHGLG00000002821,ENSG00000196611,MMP1,,
CNTN5,ENSHGLG00000002861,,,ENSMUSG00000039488,Cntn5
MMP10,ENSHGLG00000003158,ENSG00000166670,MMP10,,
MMP8,ENSHGLG00000003235,ENSG00000118113,MMP8,ENSMUSG00000005800,Mmp8
MMP27,ENSHGLG00000003321,,,ENSMUSG00000070323,Mmp27
MMP20,ENSHGLG00000003570,,,ENSMUSG00000018620,Mmp20
MMP7,ENSHGLG00000003863,ENSG00000137673,MMP7,ENSMUSG00000018623,Mmp7
TMEM123,ENSHGLG00000004073,,,,
ENSHGLG00000004179,ENSHGLG00000004179,,,,
BIRC3,ENSHGLG00000004954,ENSG00000023445,BIRC3,ENSMUSG00000032000,Birc3
ENSHGLG00000005333,ENSHGLG00000005333,,,,
ENSHGLG00000019794,ENSHGLG00000019794,,,,
ENSHGLG00000000150,ENSHGLG00000000150,,,,
ENSHGLG00000000182,ENSHGLG00000000182,,,,
ENSHGLG00000000187,ENSHGLG00000000187,,,,
ENSHGLG00000000199,ENSHGLG00000000199,,,,
ENSHGLG00000000213,ENSHGLG00000000213,,,,
ENSHGLG00000000225,ENSHGLG00000000225,,,,
ENSHGLG00000000234,ENSHGLG00000000234,,,ENSMUSG00000072707,Or2t1
ENSHGLG00000000281,ENSHGLG00000000281,,,,
ENSHGLG00000000307,ENSHGLG00000000307,,,,
ENSHGLG00000000316,ENSHGLG00000000316,,,,
ENSHGLG00000001091,ENSHGLG00000001091,,,,
ENSHGLG00000001135,ENSHGLG00000001135,,,,
ENSHGLG00000019682,ENSHGLG00000019682,,,,
ENSHGLG00000019684,ENSHGLG00000019684,,,,
ENSHGLG00000019709,ENSHGLG00000019709,,,,
ENSHGLG00000019719,ENSHGLG00000019719,,,,
ENSHGLG00000019720,ENSHGLG00000019720,,,,
ENSHGLG00000019722,ENSHGLG00000019722,,,,
ENSHGLG00000019731,ENSHGLG00000019731,,,,
ENSHGLG00000019738,ENSHGLG00000019738,,,,
ENSHGLG00000019744,ENSHGLG00000019744,,,,
ENSHGLG00000019768,ENSHGLG00000019768,,,,
ENSHGLG00000019780,ENSHGLG00000019780,,,,
ENSHGLG00000019817,ENSHGLG00000019817,,,,
ENSHGLG00000019873,ENSHGLG00000019873,,,,
ENSHGLG00000019888,ENSHGLG00000019888,,,,
ENSHGLG00000019900,ENSHGLG00000019900,,,,
ENSHGLG00000019908,ENSHGLG00000019908,,,,
ENSHGLG00000019930,ENSHGLG00000019930,,,,
ENSHGLG00000019952,ENSHGLG00000019952,,,,
ENSHGLG00000020094,ENSHGLG00000020094,,,,
ENSHGLG00000020131,ENSHGLG00000020131,,,,
ENSHGLG00000020204,ENSHGLG00000020204,,,,
LHFPL2,ENSHGLG00000000285,,,,
ENSHGLG00000000380,ENSHGLG00000000380,,,,
F2R,ENSHGLG00000000412,ENSG00000181104,F2R,ENSMUSG00000048376,F2r
TBCA,ENSHGLG00000000425,,,,
AGGF1,ENSHGLG00000000455,ENSG00000164252,AGGF1,ENSMUSG00000021681,Aggf1
ENSHGLG00000000482,ENSHGLG00000000482,,,,
SV2C,ENSHGLG00000000494,,,ENSMUSG00000051111,Sv2c
ARSB,ENSHGLG00000000586,,,ENSMUSG00000042082,Arsb
ENSHGLG00000000595,ENSHGLG00000000595,,,,
ENSHGLG00000000802,ENSHGLG00000000802,,,,
ENSHGLG00000000805,ENSHGLG00000000805,,,,
MTX3,ENSHGLG00000000810,,,,
DMGDH,ENSHGLG00000000837,ENSG00000132837,DMGDH,ENSMUSG00000042102,Dmgdh
ENSHGLG00000000898,ENSHGLG00000000898,,,,
ENSHGLG00000001065,ENSHGLG00000001065,,,,
ENSHGLG00000001079,ENSHGLG00000001079,,,,
HOMER1,ENSHGLG00000001109,ENSG00000152413,HOMER1,ENSMUSG00000007617,Homer1
POC5,ENSHGLG00000001114,,,,
IQGAP2,ENSHGLG00000001189,,,ENSMUSG00000021676,Iqgap2
S100Z,ENSHGLG00000001412,,,,
F2RL2,ENSHGLG00000001444,ENSG00000164220,F2RL2,ENSMUSG00000021675,F2rl2
AP3B1,ENSHGLG00000001480,ENSG00000132842,AP3B1,ENSMUSG00000021686,Ap3b1
CRHBP,ENSHGLG00000001594,ENSG00000145708,CRHBP,ENSMUSG00000021680,Crhbp
